0 0 0 0 0 0 0 0 33 0 25 0 0 0 40 4 73 0 36 62 38 0 0 83 0 0 0 80 34 0 0 0 0 0 87 7 98 95 0 76 0 0 24 32 56 62 0 0 0 0 83
0 0 49 3 44 82 23 64 29 67 70 38 10 0 0 31 0 0 0 0 10 74 0 0 0 0 0 57 0 46 67 0 16 0 68 0 84 0 0 0 40 2 84 65 0 10 0 51 0 0 84
0 16 0 33 0 0 0 3 49 52 8 49 56 92 9 61 0 0 0 0 53 0 0 76 0 0 0 0 81 0 16 0 3 36 77 19 0 90 10 0 54 0 17 0 0 0 53 60 0 37 46
0 78 29 12 0 38 83 0 0 0 0 0 92 0 29 99 95 99 0 0 0 4 34 56 77 78 24 44 65 0 56 85 0 82 33 30 0 4 0 0 67 86 40 0 7 0 15 90 0 12 1
0 0 0 92 46 67 49 0 65 27 0 0 22 3 0 0 98 64 0 0 1 0 69 83 0 52 0 1 50 53 0 0 76 0 9 0 60 49 22 33 37 48 13 78 91 0 24 81 92 15 11
0 0 0 69 79 0 8 0 94 0 67 0 0 0 0 0 0 13 0 45 71 26 0 22 0 82 0 0 0 17 51 96 37 38 0 0 34 0 90 0 0 79 10 0 0 0 45 83 0 0 78
0 0 36 0 3 0 79 50 45 67 0 19 0 0 48 67 0 45 0 0 43 0 96 0 93 79 0 82 0 0 34 0 0 0 0 0 0 0 24 69 33 94 97 29 0 0 36 40 0 0 0
0 52 46 19 89 0 14 73 0 56 10 0 0 0 0 49 0 83 22 0 0 71 0 0 0 59 0 0 15 0 0 0 0 0 64 88 0 0 56 0 19 0 0 73 14 99 78 87 90 17 55
0 0 0 0 7 0 16 0 27 21 90 64 34 0 32 86 97 0 0 51 0 0 95 16 0 0 49 86 69 0 9 0 27 21 0 0 0 81 12 54 44 0 0 0 39 0 0 0 0 61 0
0 0 0 71 0 72 35 0 77 93 0 4 84 86 40 0 0 0 44 0 0 0 0 0 23 0 0 0 0 21 0 0 22 0 0 0 25 39 5 0 50 6 0 48 54 0 0 0 45 22 95
0 0 0 0 68 0 6 0 53 0 0 0 5 0 0 0 0 9 28 1 0 0 15 9 0 0 0 0 22 0 25 2 0 40 57 3 11 0 26 0 8 0 12 0 0 4 0 0 0 0 36
0 0 0 0 0 38 0 0 0 0 48 0 0 98 0 77 0 98 79 0 0 49 65 0 47 0 21 0 0 0 53 0 0 80 0 0 56 0 4 0 0 21 30 0 0 17 3 0 0 56 0
0 0 4 51 0 0 0 95 77 0 0 0 0 0 49 90 0 0 0 0 0 0 70 0 2 0 43 3 0 0 0 0 0 0 40 0 60 71 0 0 90 68 0 0 52 52 19 31 12 77 14
0 0 0 0 0 56 6 0 0 76 36 0 0 52 0 84 12 48 0 0 0 2 11 76 0 0 0 4 98 3 0 44 62 59 88 0 0 0 87 67 0 93 0 25 0 0 31 0 13 0 16
0 0 73 0 0 0 0 69 81 0 13 5 18 96 7 0 0 17 0 57 0 0 29 16 0 0 76 0 0 0 97 0 36 96 0 62 19 94 85 0 11 0 0 0 0 83 66 17 21 0 89
0 0 0 55 0 20 0 4 67 52 81 0 98 92 9 43 0 41 33 0 7 0 0 0 27 0 60 50 89 19 0 0 0 55 90 23 0 84 86 0 0 0 0 65 9 0 0 0 0 50 62
0 0 89 7 0 39 13 0 82 77 6 0 66 0 91 0 4 67 0 15 0 41 52 0 0 0 92 69 0 0 37 0 0 0 0 0 0 44 0 0 0 44 0 0 0 1 25 35 57 70 0
0 0 0 0 53 70 0 0 0 0 0 60 12 0 59 0 27 0 30 0 0 0 0 0 93 6 0 71 92 71 0 0 28 32 0 45 6 0 37 0 0 20 1 55 0 0 0 82 28 0 0
0 0 87 29 3 96 0 44 0 77 62 63 48 53 0 57 91 8 52 19 71 0 32 0 0 4 0 56 6 0 0 99 83 0 4 0 11 0 10 84 33 99 0 0 0 0 27 10 0 0 0
0 0 81 72 0 0 0 0 55 98 84 0 0 0 0 0 52 0 44 69 22 0 0 0 49 71 10 11 0 0 0 86 0 0 82 11 0 96 14 73 24 0 63 81 58 4 0 39 0 40 46
0 0 69 0 0 15 0 0 71 73 2 5 0 0 81 91 0 0 29 24 0 0 0 0 10 0 45 0 0 0 0 83 0 0 77 0 0 0 34 92 67 0 0 0 0 0 26 96 36 0 0
0 32 35 24 0 97 0 20 97 68 31 0 50 0 27 0 1 26 0 0 39 0 0 22 0 70 0 0 0 7 0 0 0 29 99 0 83 0 0 83 0 38 0 17 94 0 61 0 0 0 0
0 0 91 0 89 0 0 48 0 33 2 88 0 89 8 0 46 0 10 82 99 58 96 20 0 68 0 66 0 0 31 0 0 68 0 0 63 54 0 0 95 32 34 64 0 78 74 0 32 0 68
0 72 99 44 59 43 90 28 0 0 0 0 0 81 27 39 0 68 0 23 0 31 0 59 0 0 35 0 51 0 0 0 0 0 0 0 9 0 0 0 0 55 3 48 0 0 22 88 0 28 0
0 0 0 0 61 23 38 0 64 54 29 0 0 61 0 0 13 55 0 87 6 1 0 0 0 20 0 78 37 0 15 63 0 30 0 0 0 0 32 56 0 0 22 0 55 79 0 0 89 0 85
0 0 0 29 0 65 0 25 0 84 0 3 0 0 76 0 0 78 0 99 47 87 60 0 0 0 23 0 0 34 0 91 0 0 36 0 57 0 29 0 1 0 0 0 0 92 0 0 88 0 0
0 42 42 20 75 49 0 0 73 60 0 0 82 30 0 0 0 3 1 0 4 80 85 68 63 0 0 92 0 18 18 0 15 0 36 88 96 81 0 0 0 37 21 0 40 0 27 0 0 0 12
0 61 0 0 0 59 0 0 78 46 36 0 56 6 26 0 0 0 8 86 0 0 0 20 0 0 19 0 0 5 0 53 49 94 66 47 47 0 0 15 0 63 0 62 0 43 54 0 0 74 19
0 0 0 0 0 73 63 90 0 0 23 77 17 43 4 0 0 0 28 0 0 0 19 70 60 16 24 0 0 0 0 61 0 6 0 0 0 0 0 4 89 53 48 15 47 0 0 0 7 0 0
0 0 13 0 0 0 0 39 47 87 10 83 20 45 48 0 0 84 70 92 0 0 99 66 0 0 43 0 0 0 0 0 30 91 0 0 5 0 0 73 0 23 82 0 72 0 0 85 36 0 0
0 0 0 0 86 90 0 0 0 0 0 99 0 0 91 0 0 27 0 0 91 0 20 0 0 14 60 0 0 62 0 0 0 0 87 37 0 0 97 46 91 23 36 0 0 0 0 0 54 18 62
0 0 0 0 0 0 0 0 0 18 0 41 80 18 0 0 0 39 70 0 89 0 0 62 0 0 9 0 27 0 0 70 0 56 7 48 84 19 0 7 0 0 12 0 99 51 0 67 0 0 23
0 0 0 0 15 0 18 0 1 0 61 0 0 0 44 23 0 0 8 26 8 0 0 0 0 0 0 0 0 0 0 29 89 45 75 69 0 95 68 85 20 59 0 0 78 73 0 58 0 0 0
0 0 21 0 0 44 0 0 0 78 30 0 0 84 0 0 43 0 0 0 0 89 0 0 15 0 0 78 1 2 0 0 0 0 43 84 27 8 53 30 0 0 0 0 0 66 0 0 6 0 0
